192.1941628614655,8.299715483584977,542.9021372000376,176.11592025756835
178.92593297933985,-28.657253272698053,421.65466896692914,173.1570899963379
175.37625754275896,-22.795804962782604,325.5006675720215,170.45149154663085
173.11681313282998,-21.36693451288716,284.00188183784485,169.01164855957032
171.79286186042648,-22.697376559762393,305.5840009848277,168.76267929077147
170.62296195652175,-17.137179224082576,273.980665286382,168.9716033935547
169.75343736419288,-11.867734468044222,255.06766756375632,166.52227478027345
168.87352700001748,-15.866211642999478,272.7946657339732,166.55536727905275
168.19463857665392,-13.458629532238406,299.1792799631755,165.99801177978514
167.63528239452626,-12.703169425125317,214.2669986883799,164.97939910888672
167.08962524882364,-13.574370117062498,250.6076664129893,164.7408576965332
166.3678003491648,-11.693132103861446,244.1486655076345,164.8864776611328
166.23839102742616,-9.320514491756859,259.11100149154663,164.33111419677735
165.84196081917608,-10.732589426400411,267.5188983281453,163.89545440673828
165.41461985556367,-10.153956284608377,224.60662174224854,163.8228012084961
165.14588861880094,-8.798653784767746,287.60306056340534,163.6183334350586
164.8568056696821,-8.449095073868246,333.59582289059955,163.97211990356445
164.56302687701057,-7.108581491719807,305.88823739687604,163.0643798828125
164.037395818764,-7.633587080575621,290.4047386646271,163.36496200561524
163.9388402758352,-6.957515877531008,278.76329890886944,162.51370391845703
163.6384061535301,-7.688956969839228,291.78134330113727,162.6071464538574
